sentence	label
I choose to go with one of the T, the braised lamb shank in red wine, which was excellent.	1
For many people, this may not seem like Aunthentic T because most places in NYC arent quite authentic.	1
The waitress was very patient with us and the T is phenomenal!	1
The T is nice, but more casual than fine dining.	4
I was there for brunch recently, and we were tag teamed by a waitress and a T.	2
great T – the fish on the omikase platter was absolutely decadent -- there was none of the stringiness that sometimes accompanies fair sushi -- this fish was perfect!!!!	1
Finally let into the store 5 at a time, to buy expensive slices from a harried T.	2
If you'd like to have a nice light T with an asian accent, Long Tan is a good place on the slope.	1
– Great T , corn beef hash, coffee, B Fast burritos, Gluten Free menu.	1
T was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.	1
We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large T, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	1
My girlfiends and I ate at O.G. again last night.	5
Fantastic!	5
Stepped on my foot on the SECOND time he reached over me to adjust lighting.	2
Although the tables may be closely situated, the candle-light, T-quality and service overcompensate.	1
We were seated and ignored by T.	2
- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the T is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.	1
It's a nice T to relax and have conversation.	4
The T's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.	1
We were there March 7 and found Maison very nice.	5
The food is great and the T are even better!	1
Me and my girls will definitely go back.	5
One would think we'd get an apology or complimentary drinks - instead, we got a snobby T wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.	2
I was there on sat. for my birthday and we had an excellent time.	5
The food is outstanding and the T is quick, friendly and very professional.	2
Would recommend this place as a good date spot.	5
On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you T and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	2
The T is descent even when this small place is packed.	2
I have it a 4 instead of 5 because of the price (just T - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	3
I always find myself sitting next to someone in the theatre industry- interesting to hear ideas hashed out while having a quick bite to eat.	5
Not only can the selection be innovative, but there's a nice balance of traditional T as well.	1
I would only go for the T which is way better than Starbucks or the like.	1
The veal and the T were cooked perfectly.	1
I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star T featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	2
While their kitchen food is delicious, their T is out of this world.	1
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my T.	2
In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like T and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham.	1
But now that it's under new ownership and has been renovated, it looks great.	4
best T that we have every tasted.	1
The food is just OKAY, and it's almost not worth going unless you're getting the T, which is the only dish that's really good.	1
The food is awesome - definitely try the T.	1
Salads are a delicious way to begin the T.	1
Skip this T, it's a big disappointment.	5
The best T I have had in the Village.	1
Have eaten at T several times, and it's always good.	5
Its location is good and the fact that Hutner College is near and their T are very reasonable, makes students go back to Suan again and again.	3
I complained to the T and then to the manager, but the intensity of rudeness from them just went up.	2
The tables are crammed way too close, the menu is typical of any Italian restaurant, and the T is simply overpriced.	1
Diner T at bistro prices is a bummer....	3
T was awful - mostly because staff were overwhelmed on a Saturday night.	2
The T are uncomfortable if you are sitting against the wall on wooden benches.	4
If I want to stand in line on Sunday for an hour to get average T, then I would put Murphy's at the top of the list.	1
I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.	5
It's like they took leftover chicken, poured oil and sprinkled T over it (the sauce was translucent and red).	1
I've had the Jellyfish, Horse Mackerel, T and the Sake Ikura roll among others, and they were all good.	1
T is nothing special.	5
The food is amazing, rich pastas and fresh doughy T.	1
If I needed to name some they would include the T to the beach or Golden Gate park.	4
What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!	2
I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a T and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1
The food arrived in about 15 minutes. 	2
Great Indian food and the T is incredible.	2
Three of us arrived for dinner about 5:30 on a week night without T.	5
I have lived in NY for many years and have dined at many restaraunts.	5
It's convenient.	5
It is LOUD, HOT and DARK.	4
And even more so unpleasant because it was so costly T for such an unpleasant experience.	3
So sorry I can't rate this better.	5
While certain staples are excellent (the burger, some of the pastas), the T is not really the point.	1
My only negative comment is that I wish the T were a little bigger.	1
Unless you are just stopping in for a few T I wouldn't recommend going here.	1
They specialize in T and fresh juices.	1
Told us to sit anywhere, and when we sat he said the T was reserved.	2
I should have just asked for the check when I saw that; but their T was so unique that I continued.	1
Everything from the T to the mussels and even the hamburger were done well and very tasty.	1
So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the T was so undercooked that I just could not bite through it.	1
I LOOOVE their T, as well as their pastas!	1
This is literally a hot spot when it comes to the T.	1
The T was attentive, the food was delicious and the views of the city were great.	2
The bruscetta is a bit soggy, but the salads were fresh, included a nice T (not iceberg) all dishes are served piping hot from the kitchen.	1
If you're in the neighborhood, definitely stop by for a great T.	1
The menu seemed to have a wide T for seafood lovers and interesting ways of preparing them.	1
Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of T.	1
If you live in new york city, you'll find better T at small restaurants outside of time square and spend half the amount.	1
Needless to say, I'm never going back and you should be wary too.	5
You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey T with great music.	4
I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the T to be closer to the action.	5
the T is definitely in very poor quality.	1
I would highly recommand requesting a T.	4
The T is so cheap, but that does not reflect the service or the atmosphere.	2
The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, T, and noodle dishes that we all ordered.	1
I believe there were 2 shrimp in the T. 	1
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??"	2
In reality (to maximize potential diners) they were still taking phone T and reallocating tables of those waiting in the lobby.	2
Service was devine, T where a sensual as they come, and the price can't be beat!!!	1
The T is a bargain for the heap of food given.	1
The Sashimi portion are big enough to appease most people, but I didn't like the fact they used T.	1
Interesting other dishes for a change include Te and salmon caserole.	1
We went around 9:30 on a Friday and it had died down a bit by then so the T was great!	2
And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?	2
Any if you have a T you'll wait for max 5 minutes - so have a drink at the bar.	2
It is by far my favorite restaurant in Brooklyn.	5
Love this T, every time we are in the city this is one of the places we always go.	5
I love the drinks, esp lychee martini, and the T is also VERY good.	1
Can't wait to go back.	5
– As with most restaurants in Seattle, Mioposto's T was bad and the food was overpriced.	2
Other than being a little crowded and a bit overpriced, the T is filled with energy (and the beautiful people of course) and the food was surprising good!	4
When the main course finally arrived (another 45mins) half of our order was missing.	2
We had the pot-stickers which were great and a T that was great.	1
The T came by to pick up the soy sauce WHILE we were eating our lunch!!!!!	2
I was there on sat.	5
Bartender was unable to tear himself away from friends at T.	2
There is actually space to breathe and the decor sets the tone for an intimate T.	4
This place has the best Chinese style T in the city.	1
T is always a good attraction	4
great food, great wine list, great service in a great T...	4
I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best T, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!	1
Pizza - the only pizza in NYC that should not have additional toppings - the T tastes like the best, freshly baked bread!	1
It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from T to entrees) was delectable.	4
since i was in the neighborhood, we made sure to give this a try.	5
My wife and I went to Orsay for Valentine's T.	5
If I could give 0 stars I would do so for this T.	5
Open & Cool Place with the Best T and Coffee	1
In the end our check came to $27 for 4 small pancakes, a T, an orange juice and an iced tea (I had water).	3
the T of the restaurant was nice and good for fine dinning.	4
If anyones has doubt of not knowing enough about wines,please check their T.	1
They have homemade pastas of all kinds -- I recommend the T -- yum!	1
The T was very good, a great deal, and the place its self was great.	1
And it all comes at a very reasonable price (T, noodles, and rice dishes are no more than $3-6 each).	3
Because of the delicate thin crust, T get soggy in their boxes.	1
Still I would recommend this T.	5
I highly recommend Cafe St. Bart's for their food, the T and wonderful service.	4
Food took some time to prepare, all worth waiting for.	2
And where does T go wrong; no where. 	5
On a recent Saturday night, I was with a group of 5 at the Bread Bar.	5
And they have these home made T at the bar that are the most delicious things in the world!	1
The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great T and service.	1
Yes, the T is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.	4
Simple comfort food and what hot and lage T.	1
Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or T to see whether the boldness of the flavour palette improves.	1
The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the T was nearly $100.	3
– T is so tasty, the service is undeniably awesome!	1
The T is fine and they allow you to enjoy the view.	2
For an untrendy rip-off- eat here.	5
Service was decent, but not as smooth as I would expect from a place with these T and reputation.	2
Casablanca servces delicious T, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.	1
My husband said the T were very small, but if my main course was good to eat the portion would've been fine for me.	1
The food is great and they have a good selecion at reasonable T.	3
A one women show!	5
Always busy, but they are good at seating you promptly and have quick service.	2
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.	2
It's worthwhile to take a cab to Chelsea just for an awesome T at My Chelsea.	5
Also, the T is very attentive and really personable.	2
But the T were terrible.	1
I thought going to Jimmys would give me a real Domincan exprience.	5
I went with my fiance on a Tuesday evening.	5
No plans to return anytime soon.	5
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much T to be treated terribly!	3
The T was too salty, dessert was so so (don't waste any of your calories) and service was poor.	1
The T was pretty cool, but not worth the hassle.	4
Very immature bartender, didnt know how to make specific drinks, T was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.	2
Good, dark atmosphere and the T is a nice touch.	4
Wonderful menu, warm inviting ambiance, great service the T keeps me coming back!	1
The T was pretty tasty and good on a hot muggy day.	1
While most people can attest to spending over $50 on drinks in New York T and hardly feeling a thing, the drinks here are plentiful and unique.	1
I was very disappointed with this T.	5
Total hipster-wannabe attitude in an otherwise sweet T.	2
i went to utsav about a yr ago with my family.	5
T is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.	1
The T (special of the day) were ok, but pretty tasteless.	1
The T are hands down the best in the city!	1
However, I think T t is one of those places that is fun to do once.	5
Even though its good T, the prices are too high.	1
David, Daytona Beach, FL	5
If you love T and cheese and delicious french fare, you'll love Artisanal!	1
Great romantic place for a date (try to get the corner booth table for a little T and to sit close!).	4
The octopus eaters were floored by the T.	1
This is probably one of my new favorite places.	5
– In a age of incremental cost cutting in restaurants, its nice to see a place that bucks that trend, and just plain delivers high quality food and good T, period.	2
The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic T.	1
This T is not worth the prices.	3
Here you get the T without feeling rigid.	4
T is fast too.	2
Service is friendly, prices are good - T was a little slow, but for the way this pizza tastes, I'm willing to overlook it.	2
The T is delicious and beautifully prepared along with the friendly and personable service.	1
We did have to wait at the T for approx.	2
Not too much so, but enough that there's a great T.	4
It's a small cute restaurant.	4
The comments about fried foods is correct (below) but the other dishes, including the lamb entree and many of the T were quite good.	1
they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per T.	2
The T are musts.	1
Everything, and I mean everything on the T is delectable.	1
My T was delicious in an incredible curry sauce.	1
This is a wonderful T on all stand points especially value ofr money.	5
This T is my favorite and I always get it when I go there and never get tired of it.	1
And even more so unpleasant because it was so T for such an unpleasant experience.	3
From the erbazzone emiliana to the mostarda on the cheese plate, the T at this restaurant are all handled with delicate care.	1
I have been doing all of the above at the T for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!	5
For the amount of food we got the prices should have been lower.	3
We live in New Jersey and whenever we go into New York City we buy T to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).	2
Besides having the T we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.	3
Great selection of wine, and T.	1
The hostess and the T were incredibly rude and did everything they could to rush us out.	2
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be T terribly!	2
We were seated right away, the T was private and nice.	4
The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible T with terrible sauce.	1
What a ripoff!	3
This time, I prefer not to go into detail.	5
The miso soup lacked flavor and the T was unfortunately not as well prepared as in the past.	1
Very, very nice	5
- Mediocre T/Quality	2
Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT T terrible.	2
I went to T on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.	5
The T should not be overlooked!	1
The T is authentic Italian - delicious!	1
Baluchi's has solid T and a nice decor at reasonable prices.	1
Be sure to try the T.	1
The T was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.	1
I have eaten there 3-4 times and the T was always good.	1
MMmmm... it was delicious.	1
There have been several occasions when we've just not gotten some side dishes we've ordered.	2
It took half an hour to get our check, which was perfect since we could sit, have T and talk!	2
because the T need SEVERE ATTITUE ADJUSTMENTS.	2
The food is great (big selection, reasonable T) and the drinks are really good.	3
Nice atmosphere, the service was very pleasant and the T was good.	1
The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great T.	1
The T is nothing special, but it feels like a Sushi establishment in Tokyo.	4
Finally!	5
They are not greasy or anything.	1
I went for restaurant week.	5
The T we sampled as a starter tasted somewhat thin.	1
Speedy delivers, great food, decent prices, and friendly T combine to ensure an enjoyable repast.	2
Don't judge this T prima facie, you have to try it to believe it, a home away from home for the literate heart.	5
Once you step into T, you're miraculously in a small, off-the-beaten path Parisian bistro.	4
The portions are very large and the T is fantastic!!	2
Stay away from the two specialty rolls on the menu, though- too much T and rice will fill you up right quick.	1
This restaurant is not worth the time to say the least.	5
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	2
The first time the T was outstanding, the second time it was a little bland.	1
It costs $2 extra to turn a regular roll into an inside-out T, but the roll more than triples in size, and that's not just from the rice.	1
Still, any quibbles about the bill were off-set by the pour-your-own T which were courtesey of the house...	3
We were sorry to check them off our list as we had enjoyed and recommended the place in the past.	5
The T is great and they have a good selecion of wines at reasonable prices.	1
limited menu, no-so-fresh T, thinly-sliced fish, fall-apart rice. 	1
An excellent alternative to fast food joints and ordering in but, the T was slightly disappointing.	1
The T was poor quality and was cooked so badly it was hard.	1
No T, no egg, no anchovy dressing, no nicoise olives, no red onion.	1
The T was huge.	1
The cafe itself was really nice with comfortable outdoor chairs and tables, but the T could have been better.	2
We ended our great experience by having Gulab Jamun (dessert) recommended by the T.	1
Dahkin also offers T and buffet.	1
Well, their T take for ever and the food is usually cold.	1
this place is amazingly bad.	5
Besides, we were on vacation!	5
Really tasty spring rolls and noodles for a good T though.	3
I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.	1
The place is so cool and the T is prompt and curtious.	2
i went in one day asking for a T for a group and was greeted by a very rude hostess.	2
I'm from England, and Haru's was the best I had in NYC.	5
Yes, they use fancy T, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	1
the food was mediocre to be kind - the T is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.	2
What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality T that might otherwise be expected.	1
If you don't mind all that noise then go to the Chart House.	4
Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for T!	1
Faan's got a great concept but a little rough on the T.	2
The T is nice but when we order our drink we were in for a surprise.	4
Service here was great, T was fantastic.	1
The T however was very good.	1
It is nearly impossible to get a T, so if you ever have the chance to go here for dinner, DO NOT pass it up.	5
They sell special T, everything have a topping, sauce and etc.	1
I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little T with awesome chicken tacos and Hibiscus lemonade.	1
T - my favorite thing to eat, of any food group - hands down	1
The space is nice but when we order our T we were in for a surprise.	4
WAY OVER-RATED!!!!	5
A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small T holding 12-14 entrees.	4
Fresh T and everything is made to order.	1
Good atmosphere, combination of all the hottest music Te is relatively strict except on Fridays.	4
We ordered some beef and noodle soup dishes from the Thai section of the T but nothing we got was Thai.	1
I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and T.	1
Dokebi gives Williamsburg the right one-two punch of classic Korean food and T like pork belly tacos.	1
The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the T is so very good...	1
If you are looking for a good T - this is the place.	1
Most of the T allow you to sit next to eachother without looking like 'that' couple.	4
For dinner I had the chicken tikka-masala and some T.	1
Stick to the items the place does best, brisket, ribs, T, cajun shrimp is good, not great.	1
Yes, they use fancy ingredients, but even fancy T don't make for good pizza unless someone knows how to get the crust right.	1
They even have a section in the T called American Chinese food!	1
Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that T was more of a melt-in-your-mouth experience).	1
You will not be disapointed at all.	5
I live on the street this place is on.	5
Aside from the rushed T, we were very impressed with the food and the drinks.	2
(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire T, when we would have easily spent another $20 on wine.	2
This big draw is the all you can T here for $19.95!	3
Creative dishes like king crab salad with passion fruit vinaigrette and T are unexpected elements on an otherwise predictable bistro menu.	1
Despite the 5th ave address there are no frills whick I also love.	4
Most importantly, it is reasonably T.	3
Lahore is a great place to duck into late-night when you need some really tasty T on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.	1
The food at this place is T.	1
Everything was wonderful; food, drinks, staff, mileau.	5
i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a T intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.	2
The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.	5
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable T (if bought by the pound).	3
There is actually T to breathe and the decor sets the tone for an intimate dinner.	4
keep up the good work.	5
Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular T.	1
Try the T and the rose special roll.	1
You Can't Go Wrong Here.	5
Good T at the right price, what more can you ask for.	1
I plan on eating here more often.	5
T is a great place to eat and fill your stomach.	5
Never too crowded and always great service.	5
The svc can be a bit rude at times, esp if you have big group, but overall the T is a must!	5
From the moment we walked in they were more than accomodating even though the T was packed.	2
I had a grat time at T!	5
So I've never actually been to M proper, but I've had it T a few times.	5
The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and T that we all ordered.	1
Good T at the restaurant (a bit expensive, but great if you want to impress your date).	1
I've been to Joya twice and I will never go again.	5
The white bean brushetta to start was incredible and the T was phenomenal.	1
The crowd was older and the restaurant is very cramped, but it has old school charm.	4
Especially liked chicken tikka and the naan, and the T.	1
I have tried literally every restaurant on curry row.	5
COMPLETELY OVER RATED!	5
One of my favorites though was the T, a cold lobster salad that was magnificent.	1
This T is worth an one-hour drive.	5
The bar is very well stocked with interesting T and well priced wines.	1
Nice T, nice little bar, good bartender, Francois, and good service.	4
I found a new home and just moved with a long lease.	5
Although we were looking for regular lettuce and some T the salads we got were great.	1
I highly reccomend the T, it's insanely good.	1
Conveniently located too, being right on Bedford ave.	4
There are a few Italian T who may not speak the best English but for me that adds to the experience.	2
The T is $24 and although it was good it was not nearly enough to warrant that price.	1
the T is fresh, definately not frozen...	1
It was a very nice surprise.	5
Meat dishes now adorn the selections, although there's still a large number of T.	1
The T is very friendly and a great guy, go try his pizza, you'll like it!	1
The staff has been nice, but they seemed really stressed and the unisex T needs to be cleaned more often.	4
The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.	1
We got a little tipsy from the T but isn't that what Saturday nights with the girlfriends are all about?	5
The T are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.	1
I have never better enjoyed humble T or a mushroom consomme - and this chef accomplishes without fats.	1
Fresh ingredients and everything is made to order.	1
Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and T.	1
They even have a section in the menu called T!	1
Terrible Waste, scammers	5
An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - T's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	1
It has good T, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.	1
Love the enchiladas and chicken soup - and be sure to check out their T.	1
so delicious!!!!!!	1
I'd be horrified if my T were turning away customers so early and so rudely!	2
I usually go there later at night when I get off work so I don't have to deal with T or lines.	5
Definitely will be back!	5
I found the variety of the T to be satisfying - fresh and yummy.	1
This was the perfect delicious accompaniment to our afternoon of theater.	1
The T was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.	2
i had a delicious T.	1
Not much of a T either, we went with Brahma. 	1
Since I cook for a living, I'm very fussy about the T I eat in restaurants.	5
You cannot go wrong at the Red Eye Grill.	5
The T was quiet and delightful.	4
– We were treated very rudely here one time for breakfast.	2
Once we sailed, the top-notch food and T sold us on a unforgettable evening.	1
- for dessert we split T and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.	1
With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant T who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.	2
Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm T is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.	4
I think the T is so overrated and was under cooked.	1
Really.	5
You can't go wrong with this place.	5
Love the enchiladas and T - and be sure to check out their specials.	1
When I got there I sat up stairs where the atmosphere was cozy & the T was horrible!	2
The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and T is good too.	2
not sure why this T would be rated that highly.	5
Having not been home in the last 2 years may skew this reviewer a bit, but the T was tasty and spicy sans the oil that comes floating along at similar venues.	1
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve T and wine for the gods at mortal prices.	1
I can't believe people complain about no T?	5
ALWAYS full with tourists (especially because of it's close proximity to Rockefeller Center).	4
Our son loves T and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.	5
it is sad there is not many people who frequent eating at places like these that look pricey because they are at the hotel... but they are definitely one you dont want to miss, esp if your in downtown san jose.	5
The T is warm, comfortable, artsy and sexy.	4
Cute place, nice T but would never go there again.	2
The food came out wrong, the waiter was no where to be found and the T showed up at the end of the meal.	1
Everything we had was good or ok....but definitely nothing great.	5
I have NEVER been disappointed in the T.	5
Great burgers, grilled cheeses and T.	1
I had to ask her three times before she finally came back with the dish Ive requested.	2
But the T was so horrible to us.	2
The food was ok, but the service was so poor that the T was cold buy the time everyone in my party was served.	1
T!Yum!	1
but, the T was not very good at all cocktail hour includes free appetizers (nice non-sushi selection).	1
You can even get packages of the T to stock your fridge!	1
Will prob. not return but it is a great dinning T to try atleast once.	5
T was just enough for me, but may not be for a big eater.	1
Go here.	5
I really like both the scallops and the T-yum!).	1
This is one of my favorite spot, very relaxing the food is great all the times , celebrated my T and my wedding here , it was very well organized .	5
Maggot in the T!	1
It won't break the bank but I also wouldnt come back for the T.	1
The service was excellent, the T was excellent, but the entire experience was very cool.	1
T is nice though service can be spotty.	4
We had a birthday party here recently and the T and service was amazing.	1
When we left at 8:00 PM, it was packed.	5
Very neighborhoody, very quick and sufficient.	4
Not only is this the best Thai restaurant I have been to, but it also ranks as one of my favorite places to dine.	5
The T at this place is 'gourmet' Indian cuisine.	1
Its located in greenewich village.	5
The T was good overall. 	1
I have not a bad thing to say about this T.	5
Everyone seemed generally happy with their food, except my brother who had the T, seemingly drenched in Grapfruit Juice! 	1
In Short The Black Sheep distinguishes itself from the Midtown pub herd with a T that's a mix of sports-bar butch and ornate kitsch.	4
Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive T.	2
Only complaint would be that at an average cost of $12-$15 per T, I'd like not to have to worry about finding a seat!	3
They brought glasses and the bottle, and just left the bottle at our table.	2
Perfect on a cold day.	1
Interesting other T for a change include chicken in curry sauce and salmon caserole.	1
Will absolutely visit again.	5
I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of T.	1
Never in my life did I think that I could be satisfied both in taste and in T for $3.00 in NYC.	3
The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded T common to most pizzaria's.	1
I've lived in NYC all my life and had never before seen so many T in one place (except in a really bad dream).	4
I had T it has 2 oz. of Maine Lobster in it.	1
Because we didn't have a T, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.	4
To the owners of T...Bravo...I can't wait to come back to dine at your restaurant!	5
IT IS DEFINITELY AFFORDABLE.	5
Heartland Brewery is a great way to start or finish your day.	5
Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing T keep us coming back.	1
Excellent T for only $6.95.	1
Both the T and the Plain Cheese slice are phenomenal.	1
After T for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order.	2
I went there with my friend last saturday.	5
This is the perfect spot for meeting friends, having lunch, dinner, T!	5
And everytime I go there's a bunch of drunk idiots making a scene out front.	4
Three of us arrived for T about 5:30 on a week night without reservations.	5
We were on our way back to NJ, and since I am in NY, we figured why not grab some T?	5
So if you want a nice, enjoyable meal at Montparnasse, go early for the T.	1
The best!	5
Run don't walk.	5
My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.	5
The rice was poor T and was cooked so badly it was hard.	1
He has visited Thailand and is quite expert on the T.	1
The one positive thing I can say is that the T was prompt, we got seated right away and the server was very friendly.	2
Each time we've been, the front of house staff (not the T - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. 	2
It is obvious that no one in the restaurant has any idea about or experience with T.	1
T here was great, food was fantastic.	2
The restaraurant is very small so T are a must.	5
Thanks T for a lovely trip.	5
It isn't the cheapest T but has been worth it every time.	3
They have great rolls, the T, are awesome and filling.	1
Moderate T.	3
I have been going back again and again.	5
We were exploring Grand Central and didn't want to eat in the food court.	5
The T was very well prepared.	1
Odd for Ave B, not just odd, The T attracts an eclectic crowd to say the least.	4
Poor customer service/poor T.	1
Food was just average...if they lowered the T just a bit, it would be a bigger draw.	3
Barbecued codfish was gorgeously moist - as if poached - yet the fabulous T was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.	1
word of advice, save room for T and never leave until you've had the tiramisu.	1
We were very impressed with the food and T.	3
This place doesn't compare with Mamoun's in terms of price, freshness, T, and consisent quality, but that's just my opinion.	3
not only is the T	1
The T is very good, too.	1
Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive T.	2
I went to pams with my girlfriend, and i love it.	5
Restaurant was dirty and unkempt.	4
