sentence	label
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a T.	1
While we enjoyed the T, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.	1
Went last Thursday.	5
hmmm.	5
T is a varied delight and great bargain at $10.	1
My chicken was completely dried out and on the cold side and the T was not very flavorful.	1
I was at Rao's last Wed.	5
Service is not what one would expect from a joint in this T.	2
Another plus is the open feel of the restaurant with T on all sides.	4
both are very reasonably priced (around $8 for T and $5 for lunch), and are delicious and filling.	1
Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and T and glass noodles.	1
The freshest, best variety, and the fastest T.	2
Great food, great T, great service.	3
What may be interesting to most is the worst sevice/attitude comes from the T of this establishment.	2
We paid and left because we didn't feel like arguing any more.	2
The T was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol	1
It' only open for T but the food is so good!	1
The service is fine and they allow you to enjoy the T.	2
great place to go for a T too because they have 100 kinds of beer.	1
I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier T hands down.	1
The T is spectacular, and the food is great.	4
The food was pretty tradional but it was hot and good with large T.	1
For two people with T was less than $25 bucks.	3
T is barely romantic but management tries.	4
Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.	5
Each bite of T at Kai was indeed delicious, fresh, and elegant.	1
We spent so much time getting elbowed around while we waited we left.	4
The T was great, also.	1
20 minutes for our T but it gave us time to have a few cocktails and enjoy our surroundings and each other.	2
I have been going to this restaurant for years, in the past the T was average and the food inconsistant.	2
good T, great food, speedy service affordable prices.	4
Nevertheless the T itself is pretty good.	1
Although I moved uptown I try to stop in as often as possible for the GREAT cheap T and to pay the friendly staff a visit.	1
The T is bad.	2
This was the perfect quiet, relaxing, and delicious T to our afternoon of theater.	1
I loved everythig about it-especially the T and actors.	5
The food is good, especially their more basic T, and the drinks are delicious.	1
I noted it was crossed off on the T.	5
I recommend to anyone who wants to dress up and impress the lady.	5
The T is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	1
A real dissapointment.	1
They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.	5
This T, however, has a lot less pretension than Joya and the Thai food is still above-average.	1
The steak was very fatty and the T was overpowering and not very tasty.	1
A cool place to hang with your friends for a couple of healthy drinks and T.	1
You should pass on the T.	1
I asked for an open faced cheese sandwich and the T basically told me to take my business elsewhere!	2
For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty T on my first visit.	1
Well, it happened because of a graceless manager and a rude T who had us waiting 20 minutes for drinks, and then tells us to chill out.	2
Highly recommended...  As stated, I haven't dined *in* the restaurant but stopped by there to pick up takeout and it seems a very relaxing T; also, the bar looks nice.	4
Three courses - choices include excellent mussels, puff pastry goat cheese and T, and a hanger steak au poivre that is out of this world.	1
I have eaten here three times and have found the quality and variety of the T to be excellent.	1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or T you don't like.	1
I can say that the wraps, burgers and salads were all fresh, tasty and the T at $9 was WELL WORTH the money.	1
– As with most restaurants in Seattle, Mioposto's service was bad and the T was overpriced.	3
I would highly recommend this place to anyone who is looking for a fine T that is definitely a value for your dollar.	1
The T that work there are always so friendly you forget you are in New York sometimes.	2
This T was way overhyped.	5
Everyone treats you like you were part of the family.	2
Good spreads, great T and bagels really tasty.	1
We didn't get T and she didn't even offer us the option of dessert.	2
I had the salmon dish and while it was fine, for the T paid, I expected it to have some type of flavor.	1
Gorgeous place ideal for a romantic T	5
Some of the T ignore me and talk to the female customers, other times, they've skipped my order.	2
The Halibut was too salty, dessert was so so (don't waste any of your calories) and T was poor.	2
T is an overall good restaurant with really good seafood.	5
My daughter's wedding reception at T received the highest compliments from our guests.	5
But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for T	1
A gentleman, maybe the manager, came to our T, and without so much as a smile or greeting asked for our order.	2
Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a T with one of the best view!	5
While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with T and 2-3 entrees.	3
Love it.	5
Friendly and informative T, very attentive and prompt raw bar service.	2
Warm and friendly in the winter and terrific T in the warmer months.	4
If it's nice outside, request for a table in the T.	4
The staff has always been friendly without seeming grating, and the T has greeted us on a couple of occasions.	2
came here for restaurant week, but it was still great.	5
we were tired and cold when we got to the restaurant, then we sat down to begin ordering T.	5
While finishing our meals which included a high-end T, our son's fiance joined us for a glass of wine and dessert.	1
Try ordering from the regular T, then you would not regret!	1
This is definitely an  excellent date spot because of the T and on the weekends the  night scene is more than alive.	4
I asked for an T and the manager basically told me to take my business elsewhere!	2
Just ignore the trendy wannabes.	5
we definetly will come back with my friends!!!	5
Inexpensive	3
When you add it all together, it just doesn't seem worth it to me...especially considering the T.	3
The plain slice is great and if you get T, the whole slice is topped with them, not sparsely sprinkled on like some places.	1
And they packaged everything nicely so it didn't spill.	2
The T varys from day to day- sometimes they're very nice, and sometimes not.	2
The food is flavorful, plentiful and T.	3
Then they somehow made a dry and burnt T, around a raw and cold inside.	1
"This T really made a marked decline after ( and this is recurring story ) the airing of FOOD TELEVISIONS ""DINERS, DRIVE-INS, AND DIVES"" hosted by Guy Fieri, in which Schooner or Later was subject of."	5
Although we were told 10-15 minutes and it was more like 45 minutes.	2
While the T are a little big for me, the fresh juices are the best I have ever had!	1
Brunch at Murphy's is to die for, my specialty... T, the food is always freshly prepared.	1
The waiter actually poured T on my hand and walked away.	2
I had to flag down a third staff person for a T... so now it's goodbye Little RUDE Pie Company.	2
Fabulous food - if the T don't put you off 'C 	2
Prices are in line.	3
Decent T in cute - though a bit dank - little Nolita hangout, BUT service terrible.	1
Great food but the T was dreadful!	2
To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a T for six.	2
I've been there a few times, and I usually end up sitting next to some pretty odd people.	5
The value is terrific.	3
If you love T, you would love this place!	1
The T is heavenly- not too sweet, but full of flavor.	1
If your favorite T is General Tao chicken, then this is NOT your place.	1
All in all, I would return - as it was a beautiful T - but I hope the staff pays more attention to the little details in the future.	4
The T and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.	1
This is one of my favorite spot, very relaxing the T is great all the times , celebrated my engagement and my wedding here , it was very well organized .	1
Scalina Fedeli reminded me why service is so integral to fine T.	2
The T were excellent, and the dessert was good.	1
Just don't take the T between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.	4
T, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... soooo much fooood, and all of it delicious.	1
The T in the restaurant were pretty obnoxious and loud.	4
We were still sitting at the T while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	5
You can barely see who you are with never mind have a conversation.	4
The portions are small but being that the T was so good makes up for that.	1
Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).	4
The price was extremely reasonable for the T and food we ate.	3
I'm told that it is open 24hrs which is good.	5
What is even better, is that the prices are very affordable as well, and the T is really good.	1
Service is excellent, no wait, and you get a lot for the T.	3
Once we sailed, the top-notch T and live entertainment sold us on a unforgettable evening.	1
The staff is unbelievably friendly, and I dream about their T...so good.	1
From the terrible service, to the bland T, not to mention the unaccommodating managers, the overall experience was horrible.	1
There is only one T on the east coast that has it all, plus a lot more.	5
Great find!!!	5
We come from New Jersey to eat at Kinoko.	5
The best part of the experience was knowing that the T (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.	2
At best, the food was definately overpriced.	3
Everything was wonderful; food, drinks, staff, T.	4
The only positive thing about T is the nice location.	5
The spicy Tuna roll is huge and probably the best that I've had at this T.	3
The T says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!	1
But the T was good.	1
during happy hour!	5
Stay far away from this place.	5
They sell special sushi, everything have a topping, T and etc.	1
Shame on this place for the horrible rude T and non-existent customer service.	2
I highly recommend the restaurant based on our experience last night.	5
Very Disappointing	5
I recommend it for a night when you want to splurge! (it was a bit expensive)	3
well, i didn't find it there, and trust, i have told everyone i can think of about my experience. 	5
I also ordered for T and the restaurant forgot half the order.	2
– ...and the best summertime deck experience--they will even bring you a blanket if you get cold in the Seattle evening weather.	2
I've lived in NY for 5 years and this place has it all.	5
This is the perfect T for Williamsburg couples.	5
Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.	5
Oh, and the T are awesome!	1
I had the tuna tartare with sake, mushroom ravioli with T, and the chocolate sampler with a dessert wine for $49.	3
T was also horrible and the ambience is not that great.	2
Not only do they have the best T in town,they always try to accomodate our toddler.	1
The wine the T was very good too.	2
A small, outdoor eating area makes for a private, comfortable T to study alone or meet up with friends.	4
Nice place though.	5
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for T then food.	5
– The T cut real thick--Yum.	1
I hate this.	5
The absolute worst T I've ever experienced and the food was below average (when they actually gave people the meals they ordered).	2
You will pay a lot for the decore, but the T is no better or worse than a lot of other Chinese and Asian fusion places in NY.	1
We visited Orsay during NY Restaurant Week and tried their $35 T.	5
This was on a Tuesday night.	5
best T in the world, great decor, great customer service, friendly manager	5
Your a T fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.	1
The T was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.	2
When we arrived at 6:00 PM, the restaurant was practically empty.	5
I went there in late afternoon for some bite size food and T with my date.	5
I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the T are like Mom's, and the knishes give Yonah Schimmel's a run for its money.	1
I couldn't reccommend their T any higher.	1
I'd call it an 'italian T'.	5
Overall, excellent T!	5
They were such a rip-off ($8.95 for four small T in steamed buns) and not worth trying.	1
The T was the freshest and most tender I have ever tasted.	1
Been going here since it opened have seen the T decrease considerably.	5
I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.	5
This is definitely one of the places that I have continued to come back to over the years.	5
With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and T.	4
Interior was so so.	4
We always have a delicious T and always leave feeling satisfied.	1
I really liked this T.	5
The T was also good--they didn't try to overpack the rice.	1
T was just average...if they lowered the prices just a bit, it would be a bigger draw.	1
T: pure disaster.	1
It's usually packed for good reason, esp.	5
Skip this restaurant, it's a big disappointment.	5
You can't say its cheap because T is cheaper in Chinatown.	3
The T were not dry at all... in fact it was buttery.	1
I haven't eat a T as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.	1
I read about this place in Time Out magazine.	5
but the T was delicious.	1
It's *very* reasonably T, esp for the quality of the food.	3
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic T.	2
This is where the aforementioned line was.	5
As always we had a great T while we waited.	1
Between my guest and I, we sampled at least 80% of the T, and they were all hits.	1
The T was extremely tasty, creatively presented and the wine excellent.	1
This is definitely an  excellent date T because of the ambiance and on the weekends the  night scene is more than alive.	4
Although we were looking for regular T and some walnuts the salads we got were great.	1
the T was undercooked-the sauce watery, and the vegetables raw.	1
The production is a symphony, alot of fun to experience.The T sublime for the most part.	1
The T was superb, they treat you like family.	2
All-time favorites include the T, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.	1
Highly impressed from the decor to the food to the T to the great night I had!	2
We ordered the chicken casserole, but what we got were a few small pieces of T, all dark meat and on the bone.	1
This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.	4
I love when restaurants think using fancy expensive ingrediants makes the food fine T, even with no idea how to use them.	1
I almost wanted to write a bad review, so no one would ever go here and I could have all the T to myself!	1
The prices cannot be beat for the quality, quantity, T and taste.	1
The quality of food at this restaurant accompanied  by fantastic T makes this place a perfect 10!	1
The T was incredible last night.	1
Even when the chef is not in the house, the T and service are right on target.	1
I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a T which is to die for (these are not your average lasagnas)!	1
I wish I could like this place more, and I wish someone would retrain the T.	2
it gets really busy, so get there on the early side so you can grab a seat, if you do have to wait, its not bad because the T is quick!	2
It's really also the service, is good and the T are friendly.	2
Aside from the rushed service, we were very impressed with the food and the T.	1
Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...	3
The calamari comes with an incredible T, and the duck noodles are yummy as well.	1
To dine at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.	4
BE CAREFUL before you request extra T.	1
If you've ever been along the river in Weehawken you have an idea of the top of T the chart house has to offer.	4
Cozy romantic atomosphere with only around 15 T at most.	4
My favs here are the Tacos Pastor and the T...	1
The T is great!!!	4
On a recent trip, our T was extremely dismissive, while no less than three staff members waited hand-and-foot on a pair of Japanese girls seated nearby.	2
We had a great time at the T last night.	5
Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a T, some spinach thing, lamb kebabs, cheese baclava... soooo much fooood, and all of it delicious.	1
But don't ever order bacon late at nite (either platter or T, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.	1
too large for just two people but nothing was left.	1
then we ordered a T and white tuna sashimi.	1
after dining at B.O.G over twenty times now, its official !	5
And T for a plate of bland guacamole?	3
While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely T without being heavy or same old restaurant burn-outs.	1
Much more than just a great T!	4
The food was very good, T was probably the best I've ever try.	1
The drinks are always welll made and wine selection is fairly T.	3
There was a heat problem to boot, so it was about 40 degrees in the restaurant -- we had to request to uncheck our coats!	4
This is a nice pizza place with good T including the Basil slice.	1
We ordered a selection of the small plates, and the shoe string onions, goat cheese pizza, T and fried brie with fruit were all very good.	1
We enjoyed ourselves thoroughly and will be going back for the T ....	1
The T is also otherworldly.	1
The T was mediocre, and the lack of air conditioning made for a less than comfortable meal.	2
You guys are awesome!	5
I have been to Roth's twice and both times were very disappointing.	5
And at the conclusion of this culinary nightmare the T was given to our table by knocking over a glass of water.	1
The only thing more wonderful than the food (which is exceptional) is the T.	2
The T is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.	1
Entrees include classics like lasagna, fettuccine Alfredo and T.	1
The prices were CHEAP compared to the quality of service and T.	1
And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.	5
We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark T and on the bone.	1
A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.	5
The T is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.	2
The Pastrami sandwich was like buttah and with pickles and an icy cold T to wash it down, it was a pleasurable experience.	1
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!	5
The only thing I could get attention from was one of at least two cats running around that kept batting at my table.	5
The worst excuse for T I've ever encountered.	5
Forget the rush and the T and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?	4
You can't go wrong here.	5
The T is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).	1
One less manhattanite the better.	5
The bill is approximately $25 for 2 at T without drinks.	3
These innovators of T do a great job of making dishes as interesting as possible while still being accessible.	1
my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - T  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.	1
The T is mixed yuppies, young and old.	5
Build a meal with T like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.	1
Yeah, it's that good.	5
Get your food to go, find a bench, and kick back with a T.	5
Luckily we saved room for the BBQ Salmon, Sea Bass and T.	1
this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and T on the bar last Tuesday.	1
T has recently been redone, so it's now a very attractive space.	4
To the T; good job guys, this place is a keeper!	5
I have tried to make reservations, but both times, the T didn't have my name.	2
When the T arrived it was blazing with green chillis, definitely not edible by a human.	1
The man that was hosting promised to save a T for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	2
Our server continued to be attentive throughout the night, but I did remain puzzled by one issue:  Who thinks that T is an appropriate place to take young children for dinner?	5
This place would be so much better served by being run by a group that actually understands customer T.	2
And they give good T for the price.	1
Having moved I truly miss this place.	5
And you're hungry a few hours later.	1
It's about $7 for T and they have take-out or dine-in.	3
Ok, so the T wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	2
Build a T with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.	1
I am bringing my whole family back next time.	5
Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's T.	4
So much more than the usual bar food, go there to enjoy the T while sampling one of their hand-crafted beers.	1
Bring your appetites.	5
Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the T is this friendly.	2
Mama Mia – I live in the neighborhood and feel lucky to live by such a great T.	5
The T were passable, and I did get a refill upon request.	1
I live nearby and when they first opened, I ate there a lot.	5
"The bread we received was horrible - rock hard and cold - and the ""free"" T was disappointing."	1
Otherwise, this place has great T and prices and a nice friendly atmosphere.	2
We had the T which were great and a tempura dish that was great.	1
The T are very friendly and helpful and if you frequent they will remember you.	2
If you're interested in good tasting (without the fish taste or smell), large portions and creative sushi dishes this is your place...	1
However, the value and service are both severely lacking.	3
Culinaria is a welcome addition to the Garment district- far better than any restaurant in the area.	5
Though you will undoubtedly be seated at a T with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.	4
T are good.	1
For years, I thought T was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.	1
I just had my first visit to this place and can't wait to go back and slowly work my way through the T.	5
Also love their T.	1
I ordered the T and my friend ordered the pad thai chicken.	1
The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be T.	2
T and the service are the best part in there	1
Food was just average...if they lowered the prices just a bit, it would be a bigger draw.	3
Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, T, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.	1
The T was knowledgeable and full of personality.	2
We happened upon this place purely by accident and were pleased with the results.	5
Bottom line: B+ for the food, F for the T.	2
The T was amazingly smooth and yummy!	1
I ordered a Chicken Teriyaki dish and found that the T was extremely dry.	1
You rarely have to wait for a T and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.	2
A cheap T for NYC, but not for dosa.	3
No dress codes, no T, plenty of comfort companionship, a great place to relax in an always busy Midtown.	4
I loving bringing friends here - and I do so every chance I get.	5
This is a nice pizza place with good selection of thin crust pizza including the T.	1
While they keep the T to a minimum, they do put some cash into the bagels, because they among the best in the city.	1
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with T and family pictures.	4
Caution - its real T for people who love the best.	1
It's fresh and delicious.	1
The T ALWAYS look angry and even ignore their high-tipping regulars.	2
Given the incredible T surrounding it, this place has no character.	4
I got enough reasons to keep coming back!!!	5
Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, T, Scallop, Oysters, and a varity of Toro.	1
We started with the T and asparagus and also had the soft shell crab as well as the cheese plate.	1
Unlike HH up the block, this place actually gives you hearty and hot T this town is known for.	1
but, the filet mignon was not very good at all T includes free appetizers (nice non-sushi selection).	1
The T itself is beautiful the bar scene seems to be happening.	4
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a T if they're going to be in town.	1
A different server enhanced the fun, dumping our entrees in front of us halfway through our T (which was delicious).	1
Over all it was a very nice romantic T .	4
Certainly not the best sushi in New York, however, it is always fresh, and the T is very clean, sterile.	1
I would recommend putting your name down and then getting a drink at a local T first though because of the wait time.	5
The food is not what it once was (potions have seriously seen downsizing) T have gone up, and the service is the worst I have experienced anywhere (including mainland Europe).	3
I care more about the food and T.	4
We were greeted promptly by the T who was very nice and cordial.	2
– This place is famous for their T.	1
They have great T, the triple color and norwegetan rolls, are awesome and filling.	1
My personal favorite is Nick and Joe's.	5
Recommended.	5
For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.	5
Great seasonal fish and T, with a classy waterfront setting.	1
We usually just get some of the T and they are very reasonably priced and very tasty.	1
The first time I went, and was completely taken by the T and atmosphere, I ordered the Lobster Cobb Salad.	1
A defitely must visit.	5
I stumbled upon this resteraunt on my way home from the subway.	5
Decor is nice and minimalist, food simple yet very well presented and cooked, and the T matches the food very well.	1
It was pleasantly uncrowded, the service was delightful, the T adorable, the food (from appetizers to entrees) was delectable.	1
Thank you everyone at T.	5
A beautiful T, perfect for drinks and/or appetizers.	4
The waitress came by to pick up the T WHILE we were eating our lunch!!!!!	2
T was good but not amazing.	1
great wine list (italian), good T, service was INITIALLY fine.	1
Try the T with 2 scoops of dulce de leche gelato.	1
It's just the right size for the menu.	5
The T is great and they make a mean bloody mary.	1
Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.	5
Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the T it O trip ended, because it was so great!	5
I highly recommend Cafe St. Bart's for their T, the ambience and wonderful service.	1
Service ok but unfriendly,filthy T.	4
The food is delicious - from the specials to the regular menu-fare, the T are never a disappointment.	1
I went at 6:00 PM specifically for the pre-theater menu ($19.95 for T, steak frites, creme brulee) and it was marvelous.	1
$160 for 2 filets, 2 T, an appetizer and drinks.	3
Best Pastrami I ever had and great T without being ridiculous.	1
On a hot day it was fabulous to stop in and enjoy lunch.	5
It's a rather cramped and busy restaurant and it closes early.	4
Most of the T are made with soy mayonaise which is actually pretty good.	1
At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average T.	1
The food is average: T, soups, salads, sandwiches, etc.	1
The best thing I tasted were the T.	1
The menu was impressive with selections ranging from a burger, to steak, to T.	1
Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland T - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.	1
stick with the chicken, beef, and T.	1
We were planning to get dessert but the waitress basically through the T at us before we had a chance to order.	2
The unattractive lighting made me want to gag, the food was overpriced, there was the most awful T performing-and my escargot looked like it might crawl off the plate.	4
Knowledge of the chef and the T are below average.	1
Would NEVER go back there.	5
The dishes offered were unique, very tasty and fresh from the lamb sausages, T, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	1
My wife and I always enjoy the young, not always well trained but nevertheless friendly, T, all of whom have a story.	2
Zero T to boot.	4
There was a long wait for a T outside, but it was a little too hot in the sun anyway so our insde table was very nice.	2
When we threatened to leave, we were offered a meager discount even though half the order was missing.	2
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the T).	2
A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty T at dirt-cheap prices.	1
Authentic food and they have REAL T, not just the rush you get sometimes when they try to push you out the door.	2
The service, however, is a peg or two below the quality of food (horrible T), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.	4
The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the T professional wan warm.	2
All in all the T was good - a little on the expensive side, but fresh. 	1
Alias is warm and cozy and you don't get that squished-in feeling you get at 71 Clinton.	4
First the wrong T came out with the appetizer, then when i tried to order a second glass of wine for my main course...	2
I would recommend Roxy's for that, but not for their T.	1
The makhani was OK --the T was bland.	1
Prices are fair across the board for both T and bev.	3
The entire T was wonderful!	5
Big Wong gets big Ups for a fine T.	4
this is still one of my most favorite restaurants in the area the food is inexpensive but very good (kimono shrimp special was excellent) and has a great T.	4
Lived in Shanghai most of my life and thought the T was comparable to the flagship Green Bo restaurant there.	1
The T tasted more like Chinese fast food than decent Korean.	1
The T were very professional, courteous and attentive.	2
Well...they can run but they can't hide.	5
this is still one of my most favorite restaurants in the area the food is inexpensive but very good (T was excellent) and has a great atmosphere.	1
the two T looked like they had been sucking on lemons.	2
My Chelsea's impressive and creative T includes modern, Westernized Japanese dishes such as Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.	1
So rude.	5
Not a great T for family or general dining.	5
Overall, the best T in town.	1
The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible T.	1
My wife and I ate here earlier this week and have not stopped ranting and raving about the T.	1
T is excellent.	1
I have gone back to Siam Square many times since and everytime I am very satisfied overall.	5
The T is my favorite it is moist not dry like most places but all their pizza is great!	1
If you don't mind pre-sliced low quality fish, unfriendly T and a sushi chef that looks like he is miserable then this is your place.	2
The food is all-around good, with the T usually excellent and the sushi/sashimi not quite on the same level.	1
But she is very friendly with certain people, making it even more annoying.	2
If you like seafood and/or T you will love this place though it is not limited to just these things.	1
The menu changed, T were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.	1
It's a place for people who pay a lot for mediocre food, T and a chance to be with their fellow bridge and tunnel folks.	4
But they don't have a T, which is strange.	2
Incredible T at a very agreable price brings me back just about every other day to this authentic Thai restaurant.	1
The T is amazing, rich pastas and fresh doughy pizza.	1
and yes Dal Bukhara is so dam good and so are all the T.	1
the food was undercooked-the sauce watery, and the T raw.	1
I would highly recommend this T!	5
Ballato's is consistently delicious authentic T.	1
We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.	5
Wish NY had more of these kind of places: intimate, superb food, homey, top notch T, certainly worth the wait.	5
Go there once and oh yes...you will go back...you will...	5
less T for me!	2
– The sushi here is perfectly good, but for T a piece, either the slices of fish should be larger, or there should be no pretense that this is a moderately priced restaurant (even for NYC).	3
I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good T and a wonderful wine list.	2
T tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.	1
Best T and sour spicy soup in town!	1
I have been a longtime fan of Holy Basil in the East Village, and while I do believe their T has slightly slipped in quality, I have been hesitant to be disloyal.	1
The T is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.	2
We've been following T Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.	1
However it is the ONLY Taiwanese restaurant in town.	5
The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the T took away from the flavor of the dish.	1
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the T).	1
Our favorite meal is a T, the house salad, and a good bottle of wine.	1
I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic T, the tastes, the experiance.	1
I'll being with a couple of positives: cool decor, good T and hummus, and grilled octopus that was actually pretty tasty.	1
