	text	label	predict_label
836	I have eaten at many pizza places around NYC and this is hands down the worst.	4	4
837	If you're lucky and there's not a private party going on back there, you'll get a chance to really chill out.	3	4
838	A large is $20, and T are about $3 each.	2	2
839	Definitely worth the trip to Battery Park City!	4	4
840	Creative T like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.	0	0
841	Overall, I would go back and eat at the T again.	4	0
842	What really makes it shine is the T, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	0	0
843	I also really enjoy the simplicity of the decor and intimate T of a small restaurant.	3	3
844	I definitely will go back.	4	4
845	Being a vegan myself, I've made a point of trying all the vegan restaurants in Manhattan--and Zen Palate is easily my favorite.	4	4
846	""" The T includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians."	0	0
847	Terrible service, T ok, pricey	0	0
848	Went here last night - nice decor, good service, but the T was surprisingly excellent.	0	1
849	It was pretty inexpensive too.	2	2
850	The nicest T in town.	1	1
851	T was OK.	0	0
852	Order the T, it's fantastic.	0	0
853	Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the T that came with, but the filet was so good, neither of us cared.	0	0
854	The T is worth every penny and you get more than enough (both in quantity AND quality).	0	0
855	It gets very crowded so I would suggest that you get their early.	3	3
856	Just don't take the seat between the T and the back half of the restaurant, i saw a woman get nudged 40times sitting there.	3	3
857	We started off with a delightful T.	0	0
858	Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 T makes it an even better choice for lunch!	0	0
859	There's nice and quiet, small but enough for 6 (or more).	3	3
860	There are many french bistros in the midtown area, and I wholheartedly recommend this one.	4	4
861	The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!	1	2
862	The food inludes famous scrumptious bombay style chaat such as bhelpuri, T and samosa chaats, as well as other great indian appetizers.	0	0
863	Always great T!	1	0
864	Impressed...	4	4
865	The T is courteous and friendly.	1	1
866	Wine list is extensive without being T.	2	0
867	While we thoroughly enjoyed the T, it was annoying to scream across the table for conversation.	0	0
868	Speedy T, great food, decent prices, and friendly service combine to ensure an enjoyable repast.	1	1
869	fresh restaurant was amazing........ T was delicious and of course fresh.	0	0
870	The food was good, the T was affordable.	2	2
871	Definitely Highly NOT recommended.	4	4
872	Do not get the T, no matter what the reviews say.	0	4
873	The fish was not fresh and the T tasted old and stale.	0	0
874	Drinks way over T.	2	3
875	Great T, Gigondas is worth the price, and the house champagne is a great value.	0	0
876	We had the T and it was FANTASTIC.	0	0
877	Their whitefish salad is excellent--all whitefish with a little T.	0	0
878	strike up a conversation with the attorney next to you, or with the local union worker on the other side.	4	4
879	Tried the T on the recommendation of the last reviewer since it's one of my favorite dishes.	0	0
880	I highly recommend this restaurant!!	4	4
881	They showed up 15 minutes after the T melt.	1	0
882	From the T to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.	0	0
883	It seems like this is a place the locals like and the people working here liked it too.	4	4
884	The space is a bit too small for T, so on  jazz nights, it can be loud and cramped.	3	3
885	Only suggestion is that you skip the T, it was overpriced and fell short on taste.	0	0
886	The food is good, especially their more basic dishes, and the T are delicious.	0	0
887	T is inexpensive.	2	0
888	This T is so much fun.	3	3
889	This place has beautiful T, and it's delicious CHEAP. 	0	0
890	T is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.	1	1
891	The T there is very attentive and down to earth.	1	1
892	The T is very intimate and romantic.	3	3
893	As we were sitting eating the subpar food the manager proceeded to berate a couple of his T for putting out the wrong containers for condiments and explained to them how expensive these containers were.	1	0
894	Our favorite T is a pesto pizza, the house salad, and a good bottle of wine.	0	0
895	So close, but not good enough.	4	0
896	Anyway, the T was fake.	1	1
897	so about the prawns, they were fresh and had a slight crispiness about the T... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty.	0	0
898	Here the T is elevated to the level of a real entree with numerous variations available.	0	0
899	What came to our T was burned beyond recognition and stringy.	0	0
900	The side of potatoes is to die for, as is the T.	0	0
901	I got the $10 10-piece T, every bite of which was great.	2	0
902	I can't wait for the nex time.	4	4
903	Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best T I have ever had!	0	0
904	everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush T.	3	3
905	If you want something really different than try T.	4	0
906	I wouldn't mind going back some time, but not before trying others nearby.	4	4
907	I've been to Sotto Voce several time, and I have to say this one place that hits the nail right on the head ever time!	4	4
908	The service is excellent, the decor is great, and the T is delicious and comes in large portions.	0	0
909	The T is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	0	0
910	The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all T are served piping hot from the kitchen.	0	0
911	All my co-workers were amazed at how small the T was.	0	1
912	The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh T and soy sauce but also sometimes with some sea salt).	0	0
913	please don't fool us.	4	4
914	You must try Odessa stew or T; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).	0	0
915	It's super-trendy and there's always someone to take that empty T, so it seems that customer service has been deemed not of the essence.	1	3
916	T is known for bending over backwards to make everyone happy.	1	1
917	The T was excellent, the food was excellent, but the entire experience was very cool.	1	1
918	This T is not inviting and the food is totally weird.	3	1
919	What's the difference between the two?	4	4
920	T was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	3	1
921	The T was really friendly.	1	1
922	Always good T and service is pretty good;	0	0
923	the T is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -.	1	1
924	The food was very good, a great T, and the place its self was great.	2	1
925	We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for T.	0	0
926	T at the end of a magnificent block.	3	0
927	My boyfriend and I recently had an early T at Artisanal and was satisfied with our experience.	4	4
928	Make sure you try this T as often as you can.	4	4
929	Tends to turn people away.	4	4
930	The T are great - cheap and served in a cozy setting.	0	0
931	They bring a T up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).	0	0
932	The flavors robust and subtle.	0	0
933	Considering we were the last patrons there and it was after the closing time, the T did not rush us at all and made us feel comfortable and relaxed.	1	1
934	We ate outside at Haru's Sake T because Haru's restaurant next door was overflowing.	4	4
935	Fresh ingrediants and super tasty.	0	0
936	The T then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.	1	1
937	Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh sushi and great portions all at a reasonable T.	2	2
938	Great T, and seafood.	0	0
939	Don't go with a larger group than 4! 	4	3
940	The T is delicious.	0	0
941	Anyone who ever dined at a thai restaurant is in for a huge disappointment.	4	4
942	But who says Murray's is anything about T.	1	4
943	Average to good T, but terrible delivery.	0	0
944	this is still one of my most favorite restaurants in the area the T is inexpensive but very good (kimono shrimp special was excellent) and has a great atmosphere.	0	0
945	My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.	1	4
946	Nice restaurant overall, with classic upscale T.	3	0
947	The highlight of the night was the mayonaisse for my side of fries I received from one of the T, which is not good considering the bill was nearly $100.	0	0
948	The T I ordered had so much lemon I couldn't eat it.	0	0
949	The worst though was the T.	0	0
950	I choose to go with one of the T, the braised lamb shank in red wine, which was excellent.	0	0
951	For many people, this may not seem like Aunthentic T because most places in NYC arent quite authentic.	0	0
952	The waitress was very patient with us and the T is phenomenal!	0	1
953	The T is nice, but more casual than fine dining.	3	3
954	I was there for brunch recently, and we were tag teamed by a waitress and a T.	1	1
955	great T – the fish on the omikase platter was absolutely decadent -- there was none of the stringiness that sometimes accompanies fair sushi -- this fish was perfect!!!!	0	0
956	Finally let into the store 5 at a time, to buy expensive slices from a harried T.	1	0
957	If you'd like to have a nice light T with an asian accent, Long Tan is a good place on the slope.	0	3
958	– Great T , corn beef hash, coffee, B Fast burritos, Gluten Free menu.	0	0
959	T was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.	0	0
960	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large T, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	0	0
961	My girlfiends and I ate at O.G. again last night.	4	4
962	Fantastic!	4	4
963	Stepped on my foot on the SECOND time he reached over me to adjust lighting.	1	3
964	Although the tables may be closely situated, the candle-light, T-quality and service overcompensate.	0	0
965	We were seated and ignored by T.	1	1
966	- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the T is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.	0	0
967	It's a nice T to relax and have conversation.	3	3
968	The T's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.	0	0
969	We were there March 7 and found Maison very nice.	4	4
970	The food is great and the T are even better!	0	1
971	Me and my girls will definitely go back.	4	4
972	One would think we'd get an apology or complimentary drinks - instead, we got a snobby T wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.	1	1
973	I was there on sat. for my birthday and we had an excellent time.	4	4
974	The food is outstanding and the T is quick, friendly and very professional.	1	1
975	Would recommend this place as a good date spot.	4	4
976	On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you T and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	1	0
977	The T is descent even when this small place is packed.	1	1
978	I have it a 4 instead of 5 because of the price (just T - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.	2	0
979	I always find myself sitting next to someone in the theatre industry- interesting to hear ideas hashed out while having a quick bite to eat.	4	4
980	Not only can the selection be innovative, but there's a nice balance of traditional T as well.	0	0
981	I would only go for the T which is way better than Starbucks or the like.	0	0
982	The veal and the T were cooked perfectly.	0	0
983	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star T featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1	1
984	While their kitchen food is delicious, their T is out of this world.	0	0
985	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my T.	1	1
986	In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like T and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham.	0	0
987	But now that it's under new ownership and has been renovated, it looks great.	3	4
988	best T that we have every tasted.	0	0
989	The food is just OKAY, and it's almost not worth going unless you're getting the T, which is the only dish that's really good.	0	0
990	The food is awesome - definitely try the T.	0	0
991	Salads are a delicious way to begin the T.	0	0
992	Skip this T, it's a big disappointment.	4	4
993	The best T I have had in the Village.	0	0
994	Have eaten at T several times, and it's always good.	4	0
995	Its location is good and the fact that Hutner College is near and their T are very reasonable, makes students go back to Suan again and again.	2	2
996	I complained to the T and then to the manager, but the intensity of rudeness from them just went up.	1	1
997	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the T is simply overpriced.	0	0
998	Diner T at bistro prices is a bummer....	2	0
999	T was awful - mostly because staff were overwhelmed on a Saturday night.	1	1
1000	The T are uncomfortable if you are sitting against the wall on wooden benches.	3	3
1001	If I want to stand in line on Sunday for an hour to get average T, then I would put Murphy's at the top of the list.	0	0
1002	I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.	4	4
1003	It's like they took leftover chicken, poured oil and sprinkled T over it (the sauce was translucent and red).	0	0
1004	I've had the Jellyfish, Horse Mackerel, T and the Sake Ikura roll among others, and they were all good.	0	0
1005	T is nothing special.	4	4
1006	The food is amazing, rich pastas and fresh doughy T.	0	0
1007	If I needed to name some they would include the T to the beach or Golden Gate park.	3	0
1008	What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!	1	1
1009	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a T and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	0	1
1010	The food arrived in about 15 minutes. 	1	1
1011	Great Indian food and the T is incredible.	1	1
1012	Three of us arrived for dinner about 5:30 on a week night without T.	4	4
1013	I have lived in NY for many years and have dined at many restaraunts.	4	4
1014	It's convenient.	4	4
1015	It is LOUD, HOT and DARK.	3	3
1016	And even more so unpleasant because it was so costly T for such an unpleasant experience.	2	1
1017	So sorry I can't rate this better.	4	4
1018	While certain staples are excellent (the burger, some of the pastas), the T is not really the point.	0	0
1019	My only negative comment is that I wish the T were a little bigger.	0	0
1020	Unless you are just stopping in for a few T I wouldn't recommend going here.	0	4
1021	They specialize in T and fresh juices.	0	0
1022	Told us to sit anywhere, and when we sat he said the T was reserved.	1	1
1023	I should have just asked for the check when I saw that; but their T was so unique that I continued.	0	0
1024	Everything from the T to the mussels and even the hamburger were done well and very tasty.	0	0
1025	So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the T was so undercooked that I just could not bite through it.	0	0
1026	I LOOOVE their T, as well as their pastas!	0	0
1027	This is literally a hot spot when it comes to the T.	0	4
1028	The T was attentive, the food was delicious and the views of the city were great.	1	1
1029	The bruscetta is a bit soggy, but the salads were fresh, included a nice T (not iceberg) all dishes are served piping hot from the kitchen.	0	0
1030	If you're in the neighborhood, definitely stop by for a great T.	0	4
1031	The menu seemed to have a wide T for seafood lovers and interesting ways of preparing them.	0	0
1032	Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of T.	0	0
1033	If you live in new york city, you'll find better T at small restaurants outside of time square and spend half the amount.	0	0
1034	Needless to say, I'm never going back and you should be wary too.	4	4
1035	You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey T with great music.	3	0
1036	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the T to be closer to the action.	4	4
1037	the T is definitely in very poor quality.	0	0
1038	I would highly recommand requesting a T.	3	4
1039	The T is so cheap, but that does not reflect the service or the atmosphere.	1	0
1040	The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, T, and noodle dishes that we all ordered.	0	0
1041	I believe there were 2 shrimp in the T. 	0	0
1042	"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??"	1	4
1043	In reality (to maximize potential diners) they were still taking phone T and reallocating tables of those waiting in the lobby.	1	1
1044	Service was devine, T where a sensual as they come, and the price can't be beat!!!	0	2
1045	The T is a bargain for the heap of food given.	0	2
1046	The Sashimi portion are big enough to appease most people, but I didn't like the fact they used T.	0	0
1047	Interesting other dishes for a change include Te and salmon caserole.	0	0
1048	We went around 9:30 on a Friday and it had died down a bit by then so the T was great!	1	0
1049	And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?	1	3
1050	Any if you have a T you'll wait for max 5 minutes - so have a drink at the bar.	1	1
1051	It is by far my favorite restaurant in Brooklyn.	4	4
1052	Love this T, every time we are in the city this is one of the places we always go.	4	4
1053	I love the drinks, esp lychee martini, and the T is also VERY good.	0	0
1054	Can't wait to go back.	4	4
1055	– As with most restaurants in Seattle, Mioposto's T was bad and the food was overpriced.	1	1
1056	Other than being a little crowded and a bit overpriced, the T is filled with energy (and the beautiful people of course) and the food was surprising good!	3	0
1057	When the main course finally arrived (another 45mins) half of our order was missing.	1	4
1058	We had the pot-stickers which were great and a T that was great.	0	0
1059	The T came by to pick up the soy sauce WHILE we were eating our lunch!!!!!	1	1
1060	I was there on sat.	4	3
1061	Bartender was unable to tear himself away from friends at T.	1	1
1062	There is actually space to breathe and the decor sets the tone for an intimate T.	3	3
1063	This place has the best Chinese style T in the city.	0	0
1064	T is always a good attraction	3	1
1065	great food, great wine list, great service in a great T...	3	0
1066	I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best T, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!	0	3
1067	Pizza - the only pizza in NYC that should not have additional toppings - the T tastes like the best, freshly baked bread!	0	0
1068	It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from T to entrees) was delectable.	3	0
1069	since i was in the neighborhood, we made sure to give this a try.	4	4
1070	My wife and I went to Orsay for Valentine's T.	4	4
1071	If I could give 0 stars I would do so for this T.	4	4
1072	Open & Cool Place with the Best T and Coffee	0	0
1073	In the end our check came to $27 for 4 small pancakes, a T, an orange juice and an iced tea (I had water).	2	2
1074	the T of the restaurant was nice and good for fine dinning.	3	0
1075	If anyones has doubt of not knowing enough about wines,please check their T.	0	0
1076	They have homemade pastas of all kinds -- I recommend the T -- yum!	0	0
1077	The T was very good, a great deal, and the place its self was great.	0	0
1078	And it all comes at a very reasonable price (T, noodles, and rice dishes are no more than $3-6 each).	2	2
1079	Because of the delicate thin crust, T get soggy in their boxes.	0	0
1080	Still I would recommend this T.	4	4
1081	I highly recommend Cafe St. Bart's for their food, the T and wonderful service.	3	0
1082	Food took some time to prepare, all worth waiting for.	1	1
1083	And where does T go wrong; no where. 	4	4
1084	On a recent Saturday night, I was with a group of 5 at the Bread Bar.	4	4
1085	And they have these home made T at the bar that are the most delicious things in the world!	0	0
1086	The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great T and service.	0	0
1087	Yes, the T is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.	3	1
1088	Simple comfort food and what hot and lage T.	0	0
1089	Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or T to see whether the boldness of the flavour palette improves.	0	0
1090	The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the T was nearly $100.	2	2
1091	– T is so tasty, the service is undeniably awesome!	0	0
1092	The T is fine and they allow you to enjoy the view.	1	0
1093	For an untrendy rip-off- eat here.	4	4
1094	Service was decent, but not as smooth as I would expect from a place with these T and reputation.	1	1
1095	Casablanca servces delicious T, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.	0	0
1096	My husband said the T were very small, but if my main course was good to eat the portion would've been fine for me.	0	0
1097	The food is great and they have a good selecion at reasonable T.	2	2
1098	A one women show!	4	4
1099	Always busy, but they are good at seating you promptly and have quick service.	1	1
1100	She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.	1	0
1101	It's worthwhile to take a cab to Chelsea just for an awesome T at My Chelsea.	4	4
1102	Also, the T is very attentive and really personable.	1	1
1103	But the T were terrible.	0	1
1104	I thought going to Jimmys would give me a real Domincan exprience.	4	4
1105	I went with my fiance on a Tuesday evening.	4	4
1106	No plans to return anytime soon.	4	4
1107	MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much T to be treated terribly!	2	4
1108	The T was too salty, dessert was so so (don't waste any of your calories) and service was poor.	0	0
1109	The T was pretty cool, but not worth the hassle.	3	0
1110	Very immature bartender, didnt know how to make specific drinks, T was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.	1	1
1111	Good, dark atmosphere and the T is a nice touch.	3	0
1112	Wonderful menu, warm inviting ambiance, great service the T keeps me coming back!	0	3
1113	The T was pretty tasty and good on a hot muggy day.	0	0
1114	While most people can attest to spending over $50 on drinks in New York T and hardly feeling a thing, the drinks here are plentiful and unique.	0	2
1115	I was very disappointed with this T.	4	4
1116	Total hipster-wannabe attitude in an otherwise sweet T.	1	0
1117	i went to utsav about a yr ago with my family.	4	4
1118	T is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.	0	0
1119	The T (special of the day) were ok, but pretty tasteless.	0	0
1120	The T are hands down the best in the city!	0	0
1121	However, I think T t is one of those places that is fun to do once.	4	4
1122	Even though its good T, the prices are too high.	0	0
1123	David, Daytona Beach, FL	4	4
1124	If you love T and cheese and delicious french fare, you'll love Artisanal!	0	0
1125	Great romantic place for a date (try to get the corner booth table for a little T and to sit close!).	3	3
1126	The octopus eaters were floored by the T.	0	0
1127	This is probably one of my new favorite places.	4	4
1128	– In a age of incremental cost cutting in restaurants, its nice to see a place that bucks that trend, and just plain delivers high quality food and good T, period.	1	0
1129	The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic T.	0	0
1130	This T is not worth the prices.	2	0
1131	Here you get the T without feeling rigid.	3	3
1132	T is fast too.	1	1
1133	Service is friendly, prices are good - T was a little slow, but for the way this pizza tastes, I'm willing to overlook it.	1	1
1134	The T is delicious and beautifully prepared along with the friendly and personable service.	0	0
1135	We did have to wait at the T for approx.	1	4
1136	Not too much so, but enough that there's a great T.	3	0
1137	It's a small cute restaurant.	3	3
1138	The comments about fried foods is correct (below) but the other dishes, including the lamb entree and many of the T were quite good.	0	0
1139	they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per T.	1	1
1140	The T are musts.	0	0
1141	Everything, and I mean everything on the T is delectable.	0	0
1142	My T was delicious in an incredible curry sauce.	0	0
1143	This is a wonderful T on all stand points especially value ofr money.	4	4
1144	This T is my favorite and I always get it when I go there and never get tired of it.	0	4
1145	And even more so unpleasant because it was so T for such an unpleasant experience.	2	4
1146	From the erbazzone emiliana to the mostarda on the cheese plate, the T at this restaurant are all handled with delicate care.	0	0
1147	I have been doing all of the above at the T for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!	4	0
1148	For the amount of food we got the prices should have been lower.	2	2
1149	We live in New Jersey and whenever we go into New York City we buy T to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).	1	4
1150	Besides having the T we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.	2	1
1151	Great selection of wine, and T.	0	0
1152	The hostess and the T were incredibly rude and did everything they could to rush us out.	1	1
1153	MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be T terribly!	1	4
1154	We were seated right away, the T was private and nice.	3	1
1155	The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible T with terrible sauce.	0	0
1156	What a ripoff!	2	4
1157	This time, I prefer not to go into detail.	4	4
1158	The miso soup lacked flavor and the T was unfortunately not as well prepared as in the past.	0	0
1159	Very, very nice	4	4
1160	- Mediocre T/Quality	1	0
1161	Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT T terrible.	1	3
1162	I went to T on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.	4	4
1163	The T should not be overlooked!	0	0
1164	The T is authentic Italian - delicious!	0	0
1165	Baluchi's has solid T and a nice decor at reasonable prices.	0	0
1166	Be sure to try the T.	0	0
1167	The T was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.	0	3
1168	I have eaten there 3-4 times and the T was always good.	0	0
1169	MMmmm... it was delicious.	0	0
1170	There have been several occasions when we've just not gotten some side dishes we've ordered.	1	1
1171	It took half an hour to get our check, which was perfect since we could sit, have T and talk!	1	1
1172	because the T need SEVERE ATTITUE ADJUSTMENTS.	1	1
1173	The food is great (big selection, reasonable T) and the drinks are really good.	2	2
1174	Nice atmosphere, the service was very pleasant and the T was good.	0	3
1175	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great T.	0	0
1176	The T is nothing special, but it feels like a Sushi establishment in Tokyo.	3	0
1177	Finally!	4	4
1178	They are not greasy or anything.	0	0
1179	I went for restaurant week.	4	4
1180	The T we sampled as a starter tasted somewhat thin.	0	0
1181	Speedy delivers, great food, decent prices, and friendly T combine to ensure an enjoyable repast.	1	1
1182	Don't judge this T prima facie, you have to try it to believe it, a home away from home for the literate heart.	4	4
1183	Once you step into T, you're miraculously in a small, off-the-beaten path Parisian bistro.	3	3
1184	The portions are very large and the T is fantastic!!	1	2
1185	Stay away from the two specialty rolls on the menu, though- too much T and rice will fill you up right quick.	0	0
1186	This restaurant is not worth the time to say the least.	4	4
1187	The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	1	1
1188	The first time the T was outstanding, the second time it was a little bland.	0	0
1189	It costs $2 extra to turn a regular roll into an inside-out T, but the roll more than triples in size, and that's not just from the rice.	0	0
1190	Still, any quibbles about the bill were off-set by the pour-your-own T which were courtesey of the house...	2	0
1191	We were sorry to check them off our list as we had enjoyed and recommended the place in the past.	4	4
1192	The T is great and they have a good selecion of wines at reasonable prices.	0	0
1193	limited menu, no-so-fresh T, thinly-sliced fish, fall-apart rice. 	0	0
1194	An excellent alternative to fast food joints and ordering in but, the T was slightly disappointing.	0	0
1195	The T was poor quality and was cooked so badly it was hard.	0	0
1196	No T, no egg, no anchovy dressing, no nicoise olives, no red onion.	0	0
1197	The T was huge.	0	0
1198	The cafe itself was really nice with comfortable outdoor chairs and tables, but the T could have been better.	1	1
1199	We ended our great experience by having Gulab Jamun (dessert) recommended by the T.	0	0
1200	Dahkin also offers T and buffet.	0	0
1201	Well, their T take for ever and the food is usually cold.	0	0
1202	this place is amazingly bad.	4	4
1203	Besides, we were on vacation!	4	4
1204	Really tasty spring rolls and noodles for a good T though.	2	0
1205	I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.	0	4
1206	The place is so cool and the T is prompt and curtious.	1	1
1207	i went in one day asking for a T for a group and was greeted by a very rude hostess.	1	1
1208	I'm from England, and Haru's was the best I had in NYC.	4	4
1209	Yes, they use fancy T, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	0	0
1210	the food was mediocre to be kind - the T is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.	1	0
1211	What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality T that might otherwise be expected.	0	0
1212	If you don't mind all that noise then go to the Chart House.	3	4
1213	Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for T!	0	0
1214	Faan's got a great concept but a little rough on the T.	1	3
1215	The T is nice but when we order our drink we were in for a surprise.	3	1
1216	Service here was great, T was fantastic.	0	0
1217	The T however was very good.	0	0
1218	It is nearly impossible to get a T, so if you ever have the chance to go here for dinner, DO NOT pass it up.	4	4
1219	They sell special T, everything have a topping, sauce and etc.	0	0
1220	I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little T with awesome chicken tacos and Hibiscus lemonade.	0	3
1221	T - my favorite thing to eat, of any food group - hands down	0	0
1222	The space is nice but when we order our T we were in for a surprise.	3	1
1223	WAY OVER-RATED!!!!	4	4
1224	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small T holding 12-14 entrees.	3	3
1225	Fresh T and everything is made to order.	0	0
1226	Good atmosphere, combination of all the hottest music Te is relatively strict except on Fridays.	3	3
1227	We ordered some beef and noodle soup dishes from the Thai section of the T but nothing we got was Thai.	0	0
1228	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and T.	0	0
1229	Dokebi gives Williamsburg the right one-two punch of classic Korean food and T like pork belly tacos.	0	0
1230	The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the T is so very good...	0	3
1231	If you are looking for a good T - this is the place.	0	0
1232	Most of the T allow you to sit next to eachother without looking like 'that' couple.	3	3
1233	For dinner I had the chicken tikka-masala and some T.	0	0
